LOCATION,Country,SEX,Sex,AGE,Age,TIME,Time,Value,Flag Codes,Flags
AUS,Australia,W,Women,TOTAL,Total,1950,1950,4055800,,
AUS,Australia,W,Women,TOTAL,Total,1951,1951,4168000,,
AUS,Australia,W,Women,TOTAL,Total,1952,1952,4263900,,
AUS,Australia,W,Women,TOTAL,Total,1953,1953,4352700,,
AUS,Australia,W,Women,TOTAL,Total,1954,1954,4440400,,
AUS,Australia,W,Women,TOTAL,Total,1955,1955,4543400,,
AUS,Australia,W,Women,TOTAL,Total,1956,1956,4649500,,
AUS,Australia,W,Women,TOTAL,Total,1957,1957,4757900,,
AUS,Australia,W,Women,TOTAL,Total,1958,1958,4865800,,
AUS,Australia,W,Women,TOTAL,Total,1959,1959,4976200,,
AUS,Australia,W,Women,TOTAL,Total,1960,1960,5082700,,
AUS,Australia,W,Women,TOTAL,Total,1961,1961,5195900,,
AUS,Australia,W,Women,TOTAL,Total,1962,1962,5301300,,
AUS,Australia,W,Women,TOTAL,Total,1963,1963,5407000,,
AUS,Australia,W,Women,TOTAL,Total,1964,1964,5516400,,
AUS,Australia,W,Women,TOTAL,Total,1965,1965,5626400,,
AUS,Australia,W,Women,TOTAL,Total,1966,1966,5757910,,
AUS,Australia,W,Women,TOTAL,Total,1967,1967,5859757,,
AUS,Australia,W,Women,TOTAL,Total,1968,1968,5965400,,
AUS,Australia,W,Women,TOTAL,Total,1969,1969,6092823,,
AUS,Australia,W,Women,TOTAL,Total,1970,1970,6215372,,
AUS,Australia,W,Women,TOTAL,Total,1971,1971,6499329,,
AUS,Australia,W,Women,TOTAL,Total,1972,1972,6618511,,
AUS,Australia,W,Women,TOTAL,Total,1973,1973,6721690,,
AUS,Australia,W,Women,TOTAL,Total,1974,1974,6832903,,
AUS,Australia,W,Women,TOTAL,Total,1975,1975,6923814,,
AUS,Australia,W,Women,TOTAL,Total,1976,1976,7001049,,
AUS,Australia,W,Women,TOTAL,Total,1977,1977,7087532,,
AUS,Australia,W,Women,TOTAL,Total,1978,1978,7177962,,
AUS,Australia,W,Women,TOTAL,Total,1979,1979,7261967,,
AUS,Australia,W,Women,TOTAL,Total,1980,1980,7357296,,
AUS,Australia,W,Women,TOTAL,Total,1981,1981,7474993,,
AUS,Australia,W,Women,TOTAL,Total,1982,1982,7603333,,
AUS,Australia,W,Women,TOTAL,Total,1983,1983,7707126,,
AUS,Australia,W,Women,TOTAL,Total,1984,1984,7801179,,
AUS,Australia,W,Women,TOTAL,Total,1985,1985,7905584,,
AUS,Australia,W,Women,TOTAL,Total,1986,1986,8018163,,
AUS,Australia,W,Women,TOTAL,Total,1987,1987,8145619,,
AUS,Australia,W,Women,TOTAL,Total,1988,1988,8283219,,
AUS,Australia,W,Women,TOTAL,Total,1989,1989,8426827,,
AUS,Australia,W,Women,TOTAL,Total,1990,1990,8553859,,
AUS,Australia,W,Women,TOTAL,Total,1991,1991,8668627,,
AUS,Australia,W,Women,TOTAL,Total,1992,1992,8770379,,
AUS,Australia,W,Women,TOTAL,Total,1993,1993,8852828,,
AUS,Australia,W,Women,TOTAL,Total,1994,1994,8941791,,
AUS,Australia,W,Women,TOTAL,Total,1995,1995,9044452,,
AUS,Australia,W,Women,TOTAL,Total,1996,1996,9159443,,
AUS,Australia,W,Women,TOTAL,Total,1997,1997,9266860,,
AUS,Australia,W,Women,TOTAL,Total,1998,1998,9364441,,
AUS,Australia,W,Women,TOTAL,Total,1999,1999,9472155,,
AUS,Australia,W,Women,TOTAL,Total,2000,2000,9585337,,
AUS,Australia,W,Women,TOTAL,Total,2001,2001,9712875,,
AUS,Australia,W,Women,TOTAL,Total,2002,2002,9819727,,
AUS,Australia,W,Women,TOTAL,Total,2003,2003,9933140,,
AUS,Australia,W,Women,TOTAL,Total,2004,2004,10036771,,
AUS,Australia,W,Women,TOTAL,Total,2005,2005,10157211,,
AUS,Australia,W,Women,TOTAL,Total,2006,2006,10291542,,
AUS,Australia,W,Women,TOTAL,Total,2007,2007,10473986,,
AUS,Australia,W,Women,TOTAL,Total,2008,2008,10677154,,
AUS,Australia,W,Women,TOTAL,Total,2009,2009,10890856,,
AUS,Australia,W,Women,TOTAL,Total,2010,2010,11063919,,
AUS,Australia,W,Women,TOTAL,Total,2011,2011,11221790,,
AUS,Australia,W,Women,TOTAL,Total,2012,2012,11420486,,
AUS,Australia,W,Women,TOTAL,Total,2013,2013,11621964,,
AUS,Australia,W,Women,TOTAL,Total,2014,2014,11807800,,
AUS,Australia,W,Women,TOTAL,Total,2015,2015,11988343,,
AUS,Australia,W,Women,TOTAL,Total,2016,2016,12187868,,
AUS,Australia,W,Women,TOTAL,Total,2017,2017,12398090,,
AUS,Australia,W,Women,TOTAL,Total,2018,2018,12591646,,
AUS,Australia,W,Women,TOTAL,Total,2019,2019,12786368,,
AUS,Australia,W,Women,TOTAL,Total,2020,2020,12960329,,
AUS,Australia,W,Women,TOTAL,Total,2021,2021,12984295,,
AUS,Australia,M,Men,TOTAL,Total,1950,1950,4122900,,
AUS,Australia,M,Men,TOTAL,Total,1951,1951,4253700,,
AUS,Australia,M,Men,TOTAL,Total,1952,1952,4372600,,
AUS,Australia,M,Men,TOTAL,Total,1953,1953,4462600,,
AUS,Australia,M,Men,TOTAL,Total,1954,1954,4546100,,
AUS,Australia,M,Men,TOTAL,Total,1955,1955,4656300,,
AUS,Australia,M,Men,TOTAL,Total,1956,1956,4776000,,
AUS,Australia,M,Men,TOTAL,Total,1957,1957,4882300,,
AUS,Australia,M,Men,TOTAL,Total,1958,1958,4976600,,
AUS,Australia,M,Men,TOTAL,Total,1959,1959,5080200,,
AUS,Australia,M,Men,TOTAL,Total,1960,1960,5192300,,
AUS,Australia,M,Men,TOTAL,Total,1961,1961,5312300,,
AUS,Australia,M,Men,TOTAL,Total,1962,1962,5399200,,
AUS,Australia,M,Men,TOTAL,Total,1963,1963,5499900,,
AUS,Australia,M,Men,TOTAL,Total,1964,1964,5605200,,
AUS,Australia,M,Men,TOTAL,Total,1965,1965,5714500,,
AUS,Australia,M,Men,TOTAL,Total,1966,1966,5841588,,
AUS,Australia,M,Men,TOTAL,Total,1967,1967,5939321,,
AUS,Australia,M,Men,TOTAL,Total,1968,1968,6043235,,
AUS,Australia,M,Men,TOTAL,Total,1969,1969,6170191,,
AUS,Australia,M,Men,TOTAL,Total,1970,1970,6291977,,
AUS,Australia,M,Men,TOTAL,Total,1971,1971,6567936,,
AUS,Australia,M,Men,TOTAL,Total,1972,1972,6685153,,
AUS,Australia,M,Men,TOTAL,Total,1973,1973,6782848,,
AUS,Australia,M,Men,TOTAL,Total,1974,1974,6889668,,
AUS,Australia,M,Men,TOTAL,Total,1975,1975,6969181,,
AUS,Australia,M,Men,TOTAL,Total,1976,1976,7032034,,
AUS,Australia,M,Men,TOTAL,Total,1977,1977,7104702,,
AUS,Australia,M,Men,TOTAL,Total,1978,1978,7181293,,
AUS,Australia,M,Men,TOTAL,Total,1979,1979,7253762,,
AUS,Australia,M,Men,TOTAL,Total,1980,1980,7338060,,
AUS,Australia,M,Men,TOTAL,Total,1981,1981,7448267,,
AUS,Australia,M,Men,TOTAL,Total,1982,1982,7580914,,
AUS,Australia,M,Men,TOTAL,Total,1983,1983,7686346,,
AUS,Australia,M,Men,TOTAL,Total,1984,1984,7778212,,
AUS,Australia,M,Men,TOTAL,Total,1985,1985,7882728,,
AUS,Australia,M,Men,TOTAL,Total,1986,1986,8000187,,
AUS,Australia,M,Men,TOTAL,Total,1987,1987,8118255,,
AUS,Australia,M,Men,TOTAL,Total,1988,1988,8248945,,
AUS,Australia,M,Men,TOTAL,Total,1989,1989,8387589,,
AUS,Australia,M,Men,TOTAL,Total,1990,1990,8511269,,
AUS,Australia,M,Men,TOTAL,Total,1991,1991,8615409,,
AUS,Australia,M,Men,TOTAL,Total,1992,1992,8708256,,
AUS,Australia,M,Men,TOTAL,Total,1993,1993,8781980,,
AUS,Australia,M,Men,TOTAL,Total,1994,1994,8863677,,
AUS,Australia,M,Men,TOTAL,Total,1995,1995,8960430,,
AUS,Australia,M,Men,TOTAL,Total,1996,1996,9065324,,
AUS,Australia,M,Men,TOTAL,Total,1997,1997,9156177,,
AUS,Australia,M,Men,TOTAL,Total,1998,1998,9243143,,
AUS,Australia,M,Men,TOTAL,Total,1999,1999,9340109,,
AUS,Australia,M,Men,TOTAL,Total,2000,2000,9443465,,
AUS,Australia,M,Men,TOTAL,Total,2001,2001,9561826,,
AUS,Australia,M,Men,TOTAL,Total,2002,2002,9675483,,
AUS,Australia,M,Men,TOTAL,Total,2003,2003,9787597,,
AUS,Australia,M,Men,TOTAL,Total,2004,2004,9895951,,
AUS,Australia,M,Men,TOTAL,Total,2005,2005,10019633,,
AUS,Australia,M,Men,TOTAL,Total,2006,2006,10159424,,
AUS,Australia,M,Men,TOTAL,Total,2007,2007,10353636,,
AUS,Australia,M,Men,TOTAL,Total,2008,2008,10572045,,
AUS,Australia,M,Men,TOTAL,Total,2009,2009,10800797,,
AUS,Australia,M,Men,TOTAL,Total,2010,2010,10967831,,
AUS,Australia,M,Men,TOTAL,Total,2011,2011,11118234,,
AUS,Australia,M,Men,TOTAL,Total,2012,2012,11312979,,
AUS,Australia,M,Men,TOTAL,Total,2013,2013,11506165,,
AUS,Australia,M,Men,TOTAL,Total,2014,2014,11667886,,
AUS,Australia,M,Men,TOTAL,Total,2015,2015,11827652,,
AUS,Australia,M,Men,TOTAL,Total,2016,2016,12003039,,
AUS,Australia,M,Men,TOTAL,Total,2017,2017,12203770,,
AUS,Australia,M,Men,TOTAL,Total,2018,2018,12391042,,
AUS,Australia,M,Men,TOTAL,Total,2019,2019,12579377,,
AUS,Australia,M,Men,TOTAL,Total,2020,2020,12732938,,
AUS,Australia,M,Men,TOTAL,Total,2021,2021,12753847,,
AUS,Australia,T,Total,TOTAL,Total,1950,1950,8178700,,
AUS,Australia,T,Total,TOTAL,Total,1951,1951,8421700,,
AUS,Australia,T,Total,TOTAL,Total,1952,1952,8636500,,
AUS,Australia,T,Total,TOTAL,Total,1953,1953,8815300,,
AUS,Australia,T,Total,TOTAL,Total,1954,1954,8986500,,
AUS,Australia,T,Total,TOTAL,Total,1955,1955,9199700,,
AUS,Australia,T,Total,TOTAL,Total,1956,1956,9425500,,
AUS,Australia,T,Total,TOTAL,Total,1957,1957,9640200,,
AUS,Australia,T,Total,TOTAL,Total,1958,1958,9842400,,
AUS,Australia,T,Total,TOTAL,Total,1959,1959,10056400,,
AUS,Australia,T,Total,TOTAL,Total,1960,1960,10275000,,
AUS,Australia,T,Total,TOTAL,Total,1961,1961,10508200,,
AUS,Australia,T,Total,TOTAL,Total,1962,1962,10700500,,
AUS,Australia,T,Total,TOTAL,Total,1963,1963,10906900,,
AUS,Australia,T,Total,TOTAL,Total,1964,1964,11121600,,
AUS,Australia,T,Total,TOTAL,Total,1965,1965,11340900,,
AUS,Australia,T,Total,TOTAL,Total,1966,1966,11599498,,
AUS,Australia,T,Total,TOTAL,Total,1967,1967,11799078,,
AUS,Australia,T,Total,TOTAL,Total,1968,1968,12008635,,
AUS,Australia,T,Total,TOTAL,Total,1969,1969,12263014,,
AUS,Australia,T,Total,TOTAL,Total,1970,1970,12507349,,
AUS,Australia,T,Total,TOTAL,Total,1971,1971,13067265,,
AUS,Australia,T,Total,TOTAL,Total,1972,1972,13303664,,
AUS,Australia,T,Total,TOTAL,Total,1973,1973,13504538,,
AUS,Australia,T,Total,TOTAL,Total,1974,1974,13722571,,
AUS,Australia,T,Total,TOTAL,Total,1975,1975,13892995,,
AUS,Australia,T,Total,TOTAL,Total,1976,1976,14033083,,
AUS,Australia,T,Total,TOTAL,Total,1977,1977,14192234,,
AUS,Australia,T,Total,TOTAL,Total,1978,1978,14359255,,
AUS,Australia,T,Total,TOTAL,Total,1979,1979,14515729,,
AUS,Australia,T,Total,TOTAL,Total,1980,1980,14695356,,
AUS,Australia,T,Total,TOTAL,Total,1981,1981,14923260,,
AUS,Australia,T,Total,TOTAL,Total,1982,1982,15184247,,
AUS,Australia,T,Total,TOTAL,Total,1983,1983,15393472,,
AUS,Australia,T,Total,TOTAL,Total,1984,1984,15579391,,
AUS,Australia,T,Total,TOTAL,Total,1985,1985,15788312,,
AUS,Australia,T,Total,TOTAL,Total,1986,1986,16018350,,
AUS,Australia,T,Total,TOTAL,Total,1987,1987,16263874,,
AUS,Australia,T,Total,TOTAL,Total,1988,1988,16532164,,
AUS,Australia,T,Total,TOTAL,Total,1989,1989,16814416,,
AUS,Australia,T,Total,TOTAL,Total,1990,1990,17065128,,
AUS,Australia,T,Total,TOTAL,Total,1991,1991,17284036,,
AUS,Australia,T,Total,TOTAL,Total,1992,1992,17478635,,
AUS,Australia,T,Total,TOTAL,Total,1993,1993,17634808,,
AUS,Australia,T,Total,TOTAL,Total,1994,1994,17805468,,
AUS,Australia,T,Total,TOTAL,Total,1995,1995,18004882,,
AUS,Australia,T,Total,TOTAL,Total,1996,1996,18224767,,
AUS,Australia,T,Total,TOTAL,Total,1997,1997,18423037,,
AUS,Australia,T,Total,TOTAL,Total,1998,1998,18607584,,
AUS,Australia,T,Total,TOTAL,Total,1999,1999,18812264,,
AUS,Australia,T,Total,TOTAL,Total,2000,2000,19028802,,
AUS,Australia,T,Total,TOTAL,Total,2001,2001,19274701,,
AUS,Australia,T,Total,TOTAL,Total,2002,2002,19495210,,
AUS,Australia,T,Total,TOTAL,Total,2003,2003,19720737,,
AUS,Australia,T,Total,TOTAL,Total,2004,2004,19932722,,
AUS,Australia,T,Total,TOTAL,Total,2005,2005,20176844,,
AUS,Australia,T,Total,TOTAL,Total,2006,2006,20450966,,
AUS,Australia,T,Total,TOTAL,Total,2007,2007,20827622,,
AUS,Australia,T,Total,TOTAL,Total,2008,2008,21249199,,
AUS,Australia,T,Total,TOTAL,Total,2009,2009,21691653,,
AUS,Australia,T,Total,TOTAL,Total,2010,2010,22031750,,
AUS,Australia,T,Total,TOTAL,Total,2011,2011,22340024,,
AUS,Australia,T,Total,TOTAL,Total,2012,2012,22733465,,
AUS,Australia,T,Total,TOTAL,Total,2013,2013,23128129,,
AUS,Australia,T,Total,TOTAL,Total,2014,2014,23475686,,
AUS,Australia,T,Total,TOTAL,Total,2015,2015,23815995,,
AUS,Australia,T,Total,TOTAL,Total,2016,2016,24190907,,
AUS,Australia,T,Total,TOTAL,Total,2017,2017,24601860,,
AUS,Australia,T,Total,TOTAL,Total,2018,2018,24982688,,
AUS,Australia,T,Total,TOTAL,Total,2019,2019,25365745,,
AUS,Australia,T,Total,TOTAL,Total,2020,2020,25693267,,
AUS,Australia,T,Total,TOTAL,Total,2021,2021,25738142,,
CAN,Canada,W,Women,TOTAL,Total,1950,1950,6888694,,
CAN,Canada,W,Women,TOTAL,Total,1951,1951,7054930,,
CAN,Canada,W,Women,TOTAL,Total,1952,1952,7271426,,
CAN,Canada,W,Women,TOTAL,Total,1953,1953,7461288,,
CAN,Canada,W,Women,TOTAL,Total,1954,1954,7679325,,
CAN,Canada,W,Women,TOTAL,Total,1955,1955,7887568,,
CAN,Canada,W,Women,TOTAL,Total,1956,1956,8081285,,
CAN,Canada,W,Women,TOTAL,Total,1957,1957,8347193,,
CAN,Canada,W,Women,TOTAL,Total,1958,1958,8589508,,
CAN,Canada,W,Women,TOTAL,Total,1959,1959,8793341,,
CAN,Canada,W,Women,TOTAL,Total,1960,1960,8996511,,
CAN,Canada,W,Women,TOTAL,Total,1961,1961,9194008,,
CAN,Canada,W,Women,TOTAL,Total,1962,1962,9383659,,
CAN,Canada,W,Women,TOTAL,Total,1963,1963,9573665,,
CAN,Canada,W,Women,TOTAL,Total,1964,1964,9771335,,
CAN,Canada,W,Women,TOTAL,Total,1965,1965,9962934,,
CAN,Canada,W,Women,TOTAL,Total,1966,1966,10128217,,
CAN,Canada,W,Women,TOTAL,Total,1967,1967,10317942,,
CAN,Canada,W,Women,TOTAL,Total,1968,1968,10489683,,
CAN,Canada,W,Women,TOTAL,Total,1969,1969,10651331,,
CAN,Canada,W,Women,TOTAL,Total,1970,1970,10812936,,
CAN,Canada,W,Women,TOTAL,Total,1971,1971,10935563,,
CAN,Canada,W,Women,TOTAL,Total,1972,1972,11074522,,
CAN,Canada,W,Women,TOTAL,Total,1973,1973,11219876,,
CAN,Canada,W,Women,TOTAL,Total,1974,1974,11384620,,
CAN,Canada,W,Women,TOTAL,Total,1975,1975,11560946,,
CAN,Canada,W,Women,TOTAL,Total,1976,1976,11726453,,
CAN,Canada,W,Women,TOTAL,Total,1977,1977,11878074,,
CAN,Canada,W,Women,TOTAL,Total,1978,1978,12011234,,
CAN,Canada,W,Women,TOTAL,Total,1979,1979,12142451,,
CAN,Canada,W,Women,TOTAL,Total,1980,1980,12307830,,
CAN,Canada,W,Women,TOTAL,Total,1981,1981,12468682,,
CAN,Canada,W,Women,TOTAL,Total,1982,1982,12626241,,
CAN,Canada,W,Women,TOTAL,Total,1983,1983,12759682,,
CAN,Canada,W,Women,TOTAL,Total,1984,1984,12889230,,
CAN,Canada,W,Women,TOTAL,Total,1985,1985,13014010,,
CAN,Canada,W,Women,TOTAL,Total,1986,1986,13148901,,
CAN,Canada,W,Women,TOTAL,Total,1987,1987,13321475,,
CAN,Canada,W,Women,TOTAL,Total,1988,1988,13502708,,
CAN,Canada,W,Women,TOTAL,Total,1989,1989,13752280,,
CAN,Canada,W,Women,TOTAL,Total,1990,1990,13969405,,
CAN,Canada,W,Women,TOTAL,Total,1991,1991,14133029,,
CAN,Canada,W,Women,TOTAL,Total,1992,1992,14316130,,
CAN,Canada,W,Women,TOTAL,Total,1993,1993,14479467,,
CAN,Canada,W,Women,TOTAL,Total,1994,1994,14643479,,
CAN,Canada,W,Women,TOTAL,Total,1995,1995,14799830,,
CAN,Canada,W,Women,TOTAL,Total,1996,1996,14959904,,
CAN,Canada,W,Women,TOTAL,Total,1997,1997,15099494,,
CAN,Canada,W,Women,TOTAL,Total,1998,1998,15230046,,
CAN,Canada,W,Women,TOTAL,Total,1999,1999,15352617,,
CAN,Canada,W,Women,TOTAL,Total,2000,2000,15491918,,
CAN,Canada,W,Women,TOTAL,Total,2001,2001,15654302,,
CAN,Canada,W,Women,TOTAL,Total,2002,2002,15822503,,
CAN,Canada,W,Women,TOTAL,Total,2003,2003,15964718,,
CAN,Canada,W,Women,TOTAL,Total,2004,2004,16113565,,
CAN,Canada,W,Women,TOTAL,Total,2005,2005,16263745,,
CAN,Canada,W,Women,TOTAL,Total,2006,2006,16426415,,
CAN,Canada,W,Women,TOTAL,Total,2007,2007,16590173,,
CAN,Canada,W,Women,TOTAL,Total,2008,2008,16772940,,
CAN,Canada,W,Women,TOTAL,Total,2009,2009,16965482,,
CAN,Canada,W,Women,TOTAL,Total,2010,2010,17157066,,
CAN,Canada,W,Women,TOTAL,Total,2011,2011,17324800,,
CAN,Canada,W,Women,TOTAL,Total,2012,2012,17504322,,
CAN,Canada,W,Women,TOTAL,Total,2013,2013,17681789,,
CAN,Canada,W,Women,TOTAL,Total,2014,2014,17855738,,
CAN,Canada,W,Women,TOTAL,Total,2015,2015,17990107,,
CAN,Canada,W,Women,TOTAL,Total,2016,2016,18192991,,
CAN,Canada,W,Women,TOTAL,Total,2017,2017,18409048,,
CAN,Canada,W,Women,TOTAL,Total,2018,2018,18658800,,
CAN,Canada,W,Women,TOTAL,Total,2019,2019,18918505,,
CAN,Canada,W,Women,TOTAL,Total,2020,2020,19136305,,
CAN,Canada,W,Women,TOTAL,Total,2021,2021,19238276,,
CAN,Canada,M,Men,TOTAL,Total,1950,1950,7129912,,
CAN,Canada,M,Men,TOTAL,Total,1951,1951,7263274,,
CAN,Canada,M,Men,TOTAL,Total,1952,1952,7504865,,
CAN,Canada,M,Men,TOTAL,Total,1953,1953,7708527,,
CAN,Canada,M,Men,TOTAL,Total,1954,1954,7941225,,
CAN,Canada,M,Men,TOTAL,Total,1955,1955,8152522,,
CAN,Canada,M,Men,TOTAL,Total,1956,1956,8350134,,
CAN,Canada,M,Men,TOTAL,Total,1957,1957,8623747,,
CAN,Canada,M,Men,TOTAL,Total,1958,1958,8860567,,
CAN,Canada,M,Men,TOTAL,Total,1959,1959,9068006,,
CAN,Canada,M,Men,TOTAL,Total,1960,1960,9259936,,
CAN,Canada,M,Men,TOTAL,Total,1961,1961,9440658,,
CAN,Canada,M,Men,TOTAL,Total,1962,1962,9605650,,
CAN,Canada,M,Men,TOTAL,Total,1963,1963,9773566,,
CAN,Canada,M,Men,TOTAL,Total,1964,1964,9948260,,
CAN,Canada,M,Men,TOTAL,Total,1965,1965,10121380,,
CAN,Canada,M,Men,TOTAL,Total,1966,1966,10292650,,
CAN,Canada,M,Men,TOTAL,Total,1967,1967,10477196,,
CAN,Canada,M,Men,TOTAL,Total,1968,1968,10639734,,
CAN,Canada,M,Men,TOTAL,Total,1969,1969,10788499,,
CAN,Canada,M,Men,TOTAL,Total,1970,1970,10933561,,
CAN,Canada,M,Men,TOTAL,Total,1971,1971,11026469,,
CAN,Canada,M,Men,TOTAL,Total,1972,1972,11143941,,
CAN,Canada,M,Men,TOTAL,Total,1973,1973,11271901,,
CAN,Canada,M,Men,TOTAL,Total,1974,1974,11423349,,
CAN,Canada,M,Men,TOTAL,Total,1975,1975,11582329,,
CAN,Canada,M,Men,TOTAL,Total,1976,1976,11723355,,
CAN,Canada,M,Men,TOTAL,Total,1977,1977,11847769,,
CAN,Canada,M,Men,TOTAL,Total,1978,1978,11951969,,
CAN,Canada,M,Men,TOTAL,Total,1979,1979,12059093,,
CAN,Canada,M,Men,TOTAL,Total,1980,1980,12207837,,
CAN,Canada,M,Men,TOTAL,Total,1981,1981,12351233,,
CAN,Canada,M,Men,TOTAL,Total,1982,1982,12490701,,
CAN,Canada,M,Men,TOTAL,Total,1983,1983,12606769,,
CAN,Canada,M,Men,TOTAL,Total,1984,1984,12717823,,
CAN,Canada,M,Men,TOTAL,Total,1985,1985,12828106,,
CAN,Canada,M,Men,TOTAL,Total,1986,1986,12951377,,
CAN,Canada,M,Men,TOTAL,Total,1987,1987,13125126,,
CAN,Canada,M,Men,TOTAL,Total,1988,1988,13289039,,
CAN,Canada,M,Men,TOTAL,Total,1989,1989,13524501,,
CAN,Canada,M,Men,TOTAL,Total,1990,1990,13721733,,
CAN,Canada,M,Men,TOTAL,Total,1991,1991,13904391,,
CAN,Canada,M,Men,TOTAL,Total,1992,1992,14055134,,
CAN,Canada,M,Men,TOTAL,Total,1993,1993,14205297,,
CAN,Canada,M,Men,TOTAL,Total,1994,1994,14357184,,
CAN,Canada,M,Men,TOTAL,Total,1995,1995,14502481,,
CAN,Canada,M,Men,TOTAL,Total,1996,1996,14650314,,
CAN,Canada,M,Men,TOTAL,Total,1997,1997,14806454,,
CAN,Canada,M,Men,TOTAL,Total,1998,1998,14925127,,
CAN,Canada,M,Men,TOTAL,Total,1999,1999,15048669,,
CAN,Canada,M,Men,TOTAL,Total,2000,2000,15193812,,
CAN,Canada,M,Men,TOTAL,Total,2001,2001,15366600,,
CAN,Canada,M,Men,TOTAL,Total,2002,2002,15537576,,
CAN,Canada,M,Men,TOTAL,Total,2003,2003,15679310,,
CAN,Canada,M,Men,TOTAL,Total,2004,2004,15827090,,
CAN,Canada,M,Men,TOTAL,Total,2005,2005,15980008,,
CAN,Canada,M,Men,TOTAL,Total,2006,2006,16144759,,
CAN,Canada,M,Men,TOTAL,Total,2007,2007,16298852,,
CAN,Canada,M,Men,TOTAL,Total,2008,2008,16474178,,
CAN,Canada,M,Men,TOTAL,Total,2009,2009,16663413,,
CAN,Canada,M,Men,TOTAL,Total,2010,2010,16847823,,
CAN,Canada,M,Men,TOTAL,Total,2011,2011,17014528,,
CAN,Canada,M,Men,TOTAL,Total,2012,2012,17209900,,
CAN,Canada,M,Men,TOTAL,Total,2013,2013,17401165,,
CAN,Canada,M,Men,TOTAL,Total,2014,2014,17581697,,
CAN,Canada,M,Men,TOTAL,Total,2015,2015,17712801,,
CAN,Canada,M,Men,TOTAL,Total,2016,2016,17916496,,
CAN,Canada,M,Men,TOTAL,Total,2017,2017,18136188,,
CAN,Canada,M,Men,TOTAL,Total,2018,2018,18406284,,
CAN,Canada,M,Men,TOTAL,Total,2019,2019,18682725,,
CAN,Canada,M,Men,TOTAL,Total,2020,2020,18900899,,
CAN,Canada,M,Men,TOTAL,Total,2021,2021,19007832,,
CAN,Canada,T,Total,TOTAL,Total,1950,1950,14018606,,
CAN,Canada,T,Total,TOTAL,Total,1951,1951,14318204,,
CAN,Canada,T,Total,TOTAL,Total,1952,1952,14776291,,
CAN,Canada,T,Total,TOTAL,Total,1953,1953,15169815,,
CAN,Canada,T,Total,TOTAL,Total,1954,1954,15620550,,
CAN,Canada,T,Total,TOTAL,Total,1955,1955,16040090,,
CAN,Canada,T,Total,TOTAL,Total,1956,1956,16431419,,
CAN,Canada,T,Total,TOTAL,Total,1957,1957,16970940,,
CAN,Canada,T,Total,TOTAL,Total,1958,1958,17450075,,
CAN,Canada,T,Total,TOTAL,Total,1959,1959,17861347,,
CAN,Canada,T,Total,TOTAL,Total,1960,1960,18256447,,
CAN,Canada,T,Total,TOTAL,Total,1961,1961,18634666,,
CAN,Canada,T,Total,TOTAL,Total,1962,1962,18989309,,
CAN,Canada,T,Total,TOTAL,Total,1963,1963,19347231,,
CAN,Canada,T,Total,TOTAL,Total,1964,1964,19719595,,
CAN,Canada,T,Total,TOTAL,Total,1965,1965,20084314,,
CAN,Canada,T,Total,TOTAL,Total,1966,1966,20420867,,
CAN,Canada,T,Total,TOTAL,Total,1967,1967,20795138,,
CAN,Canada,T,Total,TOTAL,Total,1968,1968,21129417,,
CAN,Canada,T,Total,TOTAL,Total,1969,1969,21439830,,
CAN,Canada,T,Total,TOTAL,Total,1970,1970,21746497,,
CAN,Canada,T,Total,TOTAL,Total,1971,1971,21962032,,
CAN,Canada,T,Total,TOTAL,Total,1972,1972,22218463,,
CAN,Canada,T,Total,TOTAL,Total,1973,1973,22491777,,
CAN,Canada,T,Total,TOTAL,Total,1974,1974,22807969,,
CAN,Canada,T,Total,TOTAL,Total,1975,1975,23143275,,
CAN,Canada,T,Total,TOTAL,Total,1976,1976,23449808,,
CAN,Canada,T,Total,TOTAL,Total,1977,1977,23725843,,
CAN,Canada,T,Total,TOTAL,Total,1978,1978,23963203,,
CAN,Canada,T,Total,TOTAL,Total,1979,1979,24201544,,
CAN,Canada,T,Total,TOTAL,Total,1980,1980,24515667,,
CAN,Canada,T,Total,TOTAL,Total,1981,1981,24819915,,
CAN,Canada,T,Total,TOTAL,Total,1982,1982,25116942,,
CAN,Canada,T,Total,TOTAL,Total,1983,1983,25366451,,
CAN,Canada,T,Total,TOTAL,Total,1984,1984,25607053,,
CAN,Canada,T,Total,TOTAL,Total,1985,1985,25842116,,
CAN,Canada,T,Total,TOTAL,Total,1986,1986,26100278,,
CAN,Canada,T,Total,TOTAL,Total,1987,1987,26446601,,
CAN,Canada,T,Total,TOTAL,Total,1988,1988,26791747,,
CAN,Canada,T,Total,TOTAL,Total,1989,1989,27276781,,
CAN,Canada,T,Total,TOTAL,Total,1990,1990,27691138,,
CAN,Canada,T,Total,TOTAL,Total,1991,1991,28037420,,
CAN,Canada,T,Total,TOTAL,Total,1992,1992,28371264,,
CAN,Canada,T,Total,TOTAL,Total,1993,1993,28684764,,
CAN,Canada,T,Total,TOTAL,Total,1994,1994,29000663,,
CAN,Canada,T,Total,TOTAL,Total,1995,1995,29302311,,
CAN,Canada,T,Total,TOTAL,Total,1996,1996,29610218,,
CAN,Canada,T,Total,TOTAL,Total,1997,1997,29905948,,
CAN,Canada,T,Total,TOTAL,Total,1998,1998,30155173,,
CAN,Canada,T,Total,TOTAL,Total,1999,1999,30401286,,
